x	y			kolo	kwadrat	pi							kolo	kwadrat				
101	48	0	1	4694	5930	3,166273187												
19	168	0	1	4695	5931	3,166413758												
340	2	0	0	4695	5932	3,165879973												
375	37	0	0	4695	5933	3,165346368												
384	342	0	0	4695	5934	3,164812942												
69	131	0	1	4696	5935	3,164953665												
78	176	0	1	4697	5936	3,16509434												
398	372	0	0	4697	5937	3,164561226												
307	273	0	1	4698	5938	3,16470192												
380	175	0	1	4699	5939	3,164842566												
294	366	0	1	4700	5940	3,164983165												
267	347	0	1	4701	5941	3,165123717												
4	216	0	1	4702	5942	3,165264221												
377	9	0	0	4702	5943	3,164731617												
191	313	0	1	4703	5944	3,16487214												
340	223	0	1	4704	5945	3,165012616												
353	187	0	1	4705	5946	3,165153044												
396	156	0	0	4705	5947	3,164620817												
78	236	0	1	4706	5948	3,164761264												
226	67	0	1	4707	5949	3,164901664												
318	23	0	0	4707	5950	3,164369748												
30	327	0	0	4707	5951	3,16383801												
387	349	0	0	4707	5952	3,163306452												
321	262	0	1	4708	5953	3,163447002												
380	97	0	0	4708	5954	3,162915687												
279	111	0	1	4709	5955	3,163056255												
27	369	0	0	4709	5956	3,162525185												
160	198	0	1	4710	5957	3,162665771												
139	399	0	0	4710	5958	3,162134945												
100	257	0	1	4711	5959	3,16227555												
162	10	0	1	4712	5960	3,162416107												
340	11	0	0	4712	5961	3,16188559												
215	118	0	1	4713	5962	3,162026166												
264	395	0	0	4713	5963	3,161495891												
52	80	0	1	4714	5964	3,161636486												
35	277	0	1	4715	5965	3,161777033												
397	168	0	1	4716	5966	3,161917533												
49	191	0	1	4717	5967	3,162057986												
233	307	0	1	4718	5968	3,162198391												
243	378	0	1	4719	5969	3,16233875												
223	100	0	1	4720	5970	3,162479062												
275	230	0	1	4721	5971	3,162619327												
121	138	0	1	4722	5972	3,162759545												
229	297	0	1	4723	5973	3,162899715												
309	127	0	1	4724	5974	3,163039839												
75	232	0	1	4725	5975	3,163179916												
39	283	0	1	4726	5976	3,163319946												
305	40	0	1	4727	5977	3,16345993												
20	311	0	0	4727	5978	3,162930746												
1	194	0	1	4728	5979	3,163070748												
353	111	0	1	4729	5980	3,163210702												
317	390	0	0	4729	5981	3,162681826												
276	142	0	1	4730	5982	3,162821799												
104	243	0	1	4731	5983	3,162961725												
268	80	0	1	4732	5984	3,163101604												
299	82	0	1	4733	5985	3,163241437												
244	128	0	1	4734	5986	3,163381223												
139	204	0	1	4735	5987	3,163520962												
218	260	0	1	4736	5988	3,163660655												
87	285	0	1	4737	5989	3,163800301												
171	369	0	1	4738	5990	3,1639399												
309	98	0	1	4739	5991	3,164079453												
248	328	0	1	4740	5992	3,164218959												
19	153	0	1	4741	5993	3,164358418												
159	153	0	1	4742	5994	3,164497831												
165	9	0	1	4743	5995	3,164637198												
191	90	0	1	4744	5996	3,164776518												
74	208	0	1	4745	5997	3,164915791												
19	178	0	1	4746	5998	3,165055018												
144	126	0	1	4747	5999	3,165194199												
189	40	0	1	4748	6000	3,165333333												
54	299	0	1	4749	6001	3,165472421												
287	87	0	1	4750	6002	3,165611463												
149	212	0	1	4751	6003	3,165750458												
77	238	0	1	4752	6004	3,165889407												
42	219	0	1	4753	6005	3,16602831												
72	35	0	0	4753	6006	3,165501166												
381	65	0	0	4753	6007	3,164974197												
21	107	0	0	4753	6008	3,164447403												
251	351	0	1	4754	6009	3,164586454												
294	373	0	1	4755	6010	3,164725458												
212	233	0	1	4756	6011	3,164864415												
164	326	0	1	4757	6012	3,165003327												
288	121	0	1	4758	6013	3,165142192												
127	168	0	1	4759	6014	3,165281011												
338	295	0	1	4760	6015	3,165419784												
236	173	0	1	4761	6016	3,165558511												
234	303	0	1	4762	6017	3,165697191												
218	97	0	1	4763	6018	3,165835826												
73	81	0	1	4764	6019	3,165974414												
261	345	0	1	4765	6020	3,166112957												
338	92	0	1	4766	6021	3,166251453												
100	313	0	1	4767	6022	3,166389904												
389	275	0	0	4767	6023	3,165864187												
250	345	0	1	4768	6024	3,166002656												
208	339	0	1	4769	6025	3,166141079												
105	204	0	1	4770	6026	3,166279456												
375	62	0	0	4770	6027	3,165754107												
270	232	0	1	4771	6028	3,165892502												
145	381	0	1	4772	6029	3,166030851												
67	38	0	0	4772	6030	3,165505804												
139	140	0	1	4773	6031	3,165644172												
222	377	0	1	4774	6032	3,165782493												
212	387	0	1	4775	6033	3,165920769												
48	251	0	1	4776	6034	3,166058999												
72	136	0	1	4777	6035	3,166197183												
251	85	0	1	4778	6036	3,166335321												
114	55	0	1	4779	6037	3,166473414												
228	9	0	1	4780	6038	3,166611461												
361	49	0	0	4780	6039	3,166087101												
339	287	0	1	4781	6040	3,166225166												
282	369	0	1	4782	6041	3,166363185												
377	89	0	0	4782	6042	3,165839126												
353	327	0	1	4783	6043	3,165977164												
33	264	0	1	4784	6044	3,166115156												
393	274	0	0	4784	6045	3,165591398												
294	278	0	1	4785	6046	3,165729408												
240	120	0	1	4786	6047	3,165867372												
24	200	0	1	4787	6048	3,166005291												
216	234	0	1	4788	6049	3,166143164												
350	86	0	1	4789	6050	3,166280992												
224	68	0	1	4790	6051	3,166418774												
292	320	0	1	4791	6052	3,16655651												
205	112	0	1	4792	6053	3,166694201												
116	162	0	1	4793	6054	3,166831847												
177	360	0	1	4794	6055	3,166969447												
62	31	0	0	4794	6056	3,166446499												
9	303	0	0	4794	6057	3,165923725												
28	84	0	0	4794	6058	3,165401122												
273	278	0	1	4795	6059	3,165538868												
247	205	0	1	4796	6060	3,165676568												
9	114	0	0	4796	6061	3,165154265												
249	115	0	1	4797	6062	3,165291983												
335	52	0	0	4797	6063	3,164769916												
226	174	0	1	4798	6064	3,164907652												
297	284	0	1	4799	6065	3,165045342												
204	242	0	1	4800	6066	3,165182987												
209	229	0	1	4801	6067	3,165320587												
187	105	0	1	4802	6068	3,165458141												
197	47	0	1	4803	6069	3,16559565												
127	383	0	1	4804	6070	3,165733114												
124	103	0	1	4805	6071	3,165870532												
250	249	0	1	4806	6072	3,166007905												
190	280	0	1	4807	6073	3,166145233												
217	396	0	1	4808	6074	3,166282516												
275	266	0	1	4809	6075	3,166419753												
183	380	0	1	4810	6076	3,166556945												
308	315	0	1	4811	6077	3,166694092												
197	218	0	1	4812	6078	3,166831194												
101	104	0	1	4813	6079	3,166968251												
363	26	0	0	4813	6080	3,166447368												
184	301	0	1	4814	6081	3,166584443												
270	105	0	1	4815	6082	3,166721473												
229	78	0	1	4816	6083	3,166858458												
325	217	0	1	4817	6084	3,166995398												
119	384	0	0	4817	6085	3,166474938												
327	164	0	1	4818	6086	3,166611896												
209	107	0	1	4819	6087	3,166748809												
330	353	0	0	4819	6088	3,166228647												
198	379	0	1	4820	6089	3,166365577												
79	313	0	1	4821	6090	3,166502463												
235	27	0	1	4822	6091	3,166639304												
234	327	0	1	4823	6092	3,1667761												
370	153	0	1	4824	6093	3,166912851												
249	366	0	1	4825	6094	3,167049557												
130	13	0	1	4826	6095	3,167186218												
297	80	0	1	4827	6096	3,167322835												
371	72	0	0	4827	6097	3,166803346												
202	99	0	1	4828	6098	3,16693998												
246	86	0	1	4829	6099	3,16707657												
91	103	0	1	4830	6100	3,167213115												
287	50	0	1	4831	6101	3,167349615												
186	266	0	1	4832	6102	3,16748607												
376	242	0	1	4833	6103	3,167622481												
148	142	0	1	4834	6104	3,167758847												
146	219	0	1	4835	6105	3,167895168												
358	200	0	1	4836	6106	3,168031444												
260	315	0	1	4837	6107	3,168167676												
225	127	0	1	4838	6108	3,168303864												
271	339	0	1	4839	6109	3,168440007												
19	15	0	0	4839	6110	3,16792144												
286	395	0	0	4839	6111	3,167403044												
189	321	0	1	4840	6112	3,167539267												
74	346	0	1	4841	6113	3,167675446												
399	312	0	0	4841	6114	3,167157344												
294	325	0	1	4842	6115	3,16729354												
344	367	0	0	4842	6116	3,16677567												
7	381	0	0	4842	6117	3,16625797												
43	46	0	0	4842	6118	3,165740438												
243	221	0	1	4843	6119	3,165876777												
368	205	0	1	4844	6120	3,166013072												
310	88	0	1	4845	6121	3,166149322												
243	135	0	1	4846	6122	3,166285528												
220	192	0	1	4847	6123	3,166421689												
267	316	0	1	4848	6124	3,166557805												
15	369	0	0	4848	6125	3,166040816												
166	27	0	1	4849	6126	3,166176951												
76	47	0	1	4850	6127	3,166313041												
48	114	0	1	4851	6128	3,166449086												
69	3	0	0	4851	6129	3,165932452												
268	49	0	1	4852	6130	3,166068515												
327	142	0	1	4853	6131	3,166204534												
45	244	0	1	4854	6132	3,166340509												
217	174	0	1	4855	6133	3,166476439												
217	7	0	1	4856	6134	3,166612325												
34	241	0	1	4857	6135	3,166748166												
59	319	0	1	4858	6136	3,166883963												
40	103	0	1	4859	6137	3,167019716												
128	33	0	1	4860	6138	3,167155425												
236	378	0	1	4861	6139	3,16729109												
165	232	0	1	4862	6140	3,16742671												
196	296	0	1	4863	6141	3,167562286												
202	339	0	1	4864	6142	3,167697818												
64	314	0	1	4865	6143	3,167833306												
290	90	0	1	4866	6144	3,16796875												
68	167	0	1	4867	6145	3,16810415												
72	215	0	1	4868	6146	3,168239505												
370	0	0	0	4868	6147	3,167724093												
120	181	0	1	4869	6148	3,167859466												
53	137	0	1	4870	6149	3,167994796												
245	368	0	1	4871	6150	3,168130081												
221	258	0	1	4872	6151	3,168265323												
28	349	0	0	4872	6152	3,167750325												
147	47	0	1	4873	6153	3,167885584												
335	351	0	0	4873	6154	3,167370816												
58	186	0	1	4874	6155	3,167506093												
231	32	0	1	4875	6156	3,167641326												
252	98	0	1	4876	6157	3,167776515												
85	6	0	0	4876	6158	3,167262098												
313	62	0	1	4877	6159	3,167397305												
265	223	0	1	4878	6160	3,167532468												
315	53	0	1	4879	6161	3,167667586												
66	258	0	1	4880	6162	3,167802661												
75	180	0	1	4881	6163	3,167937693												
225	73	0	1	4882	6164	3,16807268												
105	112	0	1	4883	6165	3,168207624												
362	55	0	0	4883	6166	3,167693805												
242	225	0	1	4884	6167	3,167828766												
359	160	0	1	4885	6168	3,167963684												
333	238	0	1	4886	6169	3,168098557												
36	230	0	1	4887	6170	3,168233387												
292	383	0	0	4887	6171	3,167719981												
192	352	0	1	4888	6172	3,167854828												
252	263	0	1	4889	6173	3,167989632												
236	123	0	1	4890	6174	3,168124393												
153	134	0	1	4891	6175	3,168259109												
66	277	0	1	4892	6176	3,168393782												
107	248	0	1	4893	6177	3,168528412												
297	23	0	0	4893	6178	3,168015539												
356	120	0	1	4894	6179	3,168150186												
170	278	0	1	4895	6180	3,16828479												
19	247	0	1	4896	6181	3,16841935												
310	391	0	0	4896	6182	3,167906826												
104	180	0	1	4897	6183	3,168041404												
267	172	0	1	4898	6184	3,168175938												
263	295	0	1	4899	6185	3,168310428												
271	299	0	1	4900	6186	3,168444876												
292	358	0	1	4901	6187	3,168579279												
399	125	0	0	4901	6188	3,168067227												
261	326	0	1	4902	6189	3,168201648												
128	256	0	1	4903	6190	3,168336026												
145	136	0	1	4904	6191	3,16847036												
230	71	0	1	4905	6192	3,168604651												
2	106	0	0	4905	6193	3,168093008												
209	101	0	1	4906	6194	3,168227317												
9	187	0	1	4907	6195	3,168361582												
279	197	0	1	4908	6196	3,168495804												
134	105	0	1	4909	6197	3,168629982												
128	340	0	1	4910	6198	3,168764117												
295	400	0	0	4910	6199	3,168252944												
314	75	0	1	4911	6200	3,168387097												
176	336	0	1	4912	6201	3,168521206												
196	313	0	1	4913	6202	3,168655272												
323	116	0	1	4914	6203	3,168789296												
147	116	0	1	4915	6204	3,168923275												
377	359	0	0	4915	6205	3,168412571												
152	255	0	1	4916	6206	3,168546568												
224	135	0	1	4917	6207	3,168680522												
303	124	0	1	4918	6208	3,168814433												
39	103	0	1	4919	6209	3,168948301												
269	390	0	0	4919	6210	3,168438003												
277	258	0	1	4920	6211	3,168571889												
149	207	0	1	4921	6212	3,168705731												
43	117	0	1	4922	6213	3,16883953												
279	67	0	1	4923	6214	3,168973286												
319	315	0	1	4924	6215	3,169106999												
399	0	0	0	4924	6216	3,168597169												
191	195	0	1	4925	6217	3,168730899												
102	14	0	0	4925	6218	3,168221293												
197	11	0	1	4926	6219	3,168355041												
277	174	0	1	4927	6220	3,168488746												
280	139	0	1	4928	6221	3,168622408												
6	120	0	0	4928	6222	3,168113147												
176	41	0	1	4929	6223	3,168246826												
298	125	0	1	4930	6224	3,168380463												
6	146	0	0	4930	6225	3,167871486												
237	51	0	1	4931	6226	3,16800514												
277	397	0	0	4931	6227	3,167496387												
326	94	0	1	4932	6228	3,167630058												
212	295	0	1	4933	6229	3,167763686												
25	307	0	0	4933	6230	3,167255217												
226	8	0	1	4934	6231	3,167388862												
154	55	0	1	4935	6232	3,167522465												
234	72	0	1	4936	6233	3,167656024												
259	143	0	1	4937	6234	3,167789541												
208	174	0	1	4938	6235	3,167923015												
384	357	0	0	4938	6236	3,16741501												
32	318	0	0	4938	6237	3,166907167												
287	139	0	1	4939	6238	3,167040718												
220	29	0	1	4940	6239	3,167174227												
373	33	0	0	4940	6240	3,166666667												
154	67	0	1	4941	6241	3,166800192												
114	388	0	0	4941	6242	3,166292855												
57	132	0	1	4942	6243	3,166426398												
393	213	0	1	4943	6244	3,166559898												
339	268	0	1	4944	6245	3,166693355												
198	182	0	1	4945	6246	3,166826769												
22	210	0	1	4946	6247	3,166960141												
66	232	0	1	4947	6248	3,16709347												
78	265	0	1	4948	6249	3,167226756												
364	285	0	1	4949	6250	3,16736												
382	278	0	1	4950	6251	3,167493201												
238	384	0	1	4951	6252	3,16762636												
379	238	0	1	4952	6253	3,167759475												
213	258	0	1	4953	6254	3,167892549												
30	198	0	1	4954	6255	3,16802558												
5	376	0	0	4954	6256	3,167519182												
238	83	0	1	4955	6257	3,16765223												
